核准編號,團體名稱,電話,行政區,臺北市核准地點,備註,經度,緯度
267,台北市心理復健家屬聯合協會,(02)23660399,北投區,溫泉路73巷5號斜對面燈桿旁,,121.5064164,25.13577993
268,台北市心理復健家屬聯合協會,(02)23660399,中山區,長春路與一江街交叉口(電信設備旁),,121.5314788,25.05474108
269,台北市心理復健家屬聯合協會,(02)23660399,中山區,明水路與樂群二路交叉口(公車站牌旁),,121.552514,25.080103
270,台北市心理復健家屬聯合協會,(02)23660399,松山區,撫遠街261巷底與塔悠路交叉口,,121.568259,25.062132
271,台北市私立彩虹村家園,(02)28914110,士林區,德行東路132巷7弄3號底與忠誠路1段交叉口,,121.52967,25.10701
272,台北市私立彩虹村家園,(02)28914110,松山區,寧安街12號對面停車場旁,,121.55476,25.05027
273,台北市私立彩虹村家園,(02)28914110,松山區,八德路3段158巷49號轉角,,121.55538,25.04592
274,台北市私立彩虹村家園,(02)28914110,士林區,德行東路240巷7號對面電線桿中間,,121.53383,25.10907
275,台北市私立彩虹村家園,(02)28914110,士林區,忠誠路1段173巷口,,121.5313,25.1081
276,台北市私立彩虹村家園,(02)28914110,萬華區,萬大路423巷43號旁,,121.50041,25.02138
277,台北市私立彩虹村家園,(02)28914110,士林區,德行東路256號對面公告欄旁,,121.53452,25.10965
278,台北市私立彩虹村家園,(02)28914110,士林區,天母西路3之65號前,,121.52982,25.11901
279,台北市私立彩虹村家園,(02)28914110,北投區,復興四路與開明街口,,121.50027,25.1422
280,台北市私立彩虹村家園,(02)28914110,北投區,長壽路與珠海路口,,121.50591,25.14204
281,台北市私立彩虹村家園,(02)28914110,萬華區,德昌街154巷口,,121.49608,25.02401
282,台北市私立彩虹村家園,(02)28914110,萬華區,東園街66巷與寶興街口,,121.49503,25.02489
283,台北市私立彩虹村家園,(02)28914110,萬華區,東園街22號旁,,121.49575,25.02732
284,台北市私立彩虹村家園,(02)28914110,士林區,忠誠路2段21巷45弄7號對面,,121.53286,25.11042
285,台北市私立彩虹村家園,(02)28914110,士林區,延平北路5段285巷53號對面,,121.50743,25.08502
286,台北市私立彩虹村家園,(02)28914110,士林區,忠誠路2段24號旁人行道上,,121.53032,25.10931
287,台北市私立彩虹村家園,(02)28914110,中正區,羅斯福路4段52巷16弄口,,121.53363,25.01454
288,台北市私立彩虹村家園,(02)28914110,中正區,汀州路3段164號對面,,121.53463,25.01345
289,台北市私立彩虹村家園,(02)28914110,信義區,松德路200巷松德公園與停車場旁,,121.57339,25.03467
290,台北市私立彩虹村家園,(02)28914110,信義區,信義路6段15巷與松德路133巷口(安強公園內凸透鏡旁),,121.57524,25.03694
291,台北市私立彩虹村家園,(02)28914110,士林區,天玉街16巷1號旁,,121.52822,25.12079
292,台北市私立彩虹村家園,(02)28914110,大同區,民權西路133巷口,,121.51709,25.06312
293,台北市私立彩虹村家園,(02)28914110,松山區,民生東路5段184之2號前,,121.56373,25.0586
294,台北市私立彩虹村家園,(02)28914110,松山區,延壽街376號對面,,121.55806,25.05648
295,台北市私立彩虹村家園,(02)28914110,松山區,新中街4巷21號旁,,121.56164,25.05783
296,台北市私立彩虹村家園,(02)28914110,文山區,羅斯福路5段53巷5號,,121.53944,25.00663
297,台北市私立彩虹村家園,(02)28914110,文山區,興隆路2段123巷14號對面公園,,121.54727,25.0006
298,台北市私立彩虹村家園,(02)28914110,文山區,福興路82巷90號斜對面,,121.54965,25.00544
299,台北市私立彩虹村家園,(02)28914110,士林區,士東路266巷6弄1-1號旁,,121.53649,25.11235
300,台北市私立彩虹村家園,(02)28914110,士林區,德行東路109巷63弄10號旁,,121.52777,25.10962
301,台北市私立彩虹村家園,(02)28914110,北投區,致遠三路47號,,121.511768,25.120574
302,台北市私立彩虹村家園,(02)28914110,文山區,木新路2段156號前,,121.5688695,24.9841914
303,台北市私立彩虹村家園,(02)28914110,內湖區,金龍路211號對面,,121.5873629,25.0879999
304,台北市私立彩虹村家園,(02)28914110,文山區,光輝?40號,,121.5548648,24.98575838
305,台北市私立彩虹村家園,(02)28914110,萬華區,萬大路424巷3弄1號旁,,121.4977708,25.02120067
306,臺北市唐氏症家長協會,(02)22782321,士林區,小北街23號對面,,121.5260381,25.090773
307,臺北市唐氏症家長協會,(02)22782321,士林區,大西路86號對面,,121.5249013,25.09196509
308,臺北市唐氏症家長協會,(02)22782321,士林區,大南路285巷7號對面(公園旁),,121.5189526,25.08854527
309,臺北市唐氏症家長協會,(02)22782321,士林區,福志路2號電箱旁,,121.532146,25.098404
310,臺北市唐氏症家長協會,(02)22782321,士林區,中山北路5段698巷37號旁,,121.5288081,25.09776352
311,臺北市唐氏症家長協會,(02)22782321,士林區,德行西路30號前,,121.5233876,25.10572253
312,臺北市唐氏症家長協會,(02)22782321,大同區,南京西路25巷與赤峰街17巷口,,121.5202792,25.05366644
313,臺北市唐氏症家長協會,(02)22782321,大同區,承德路2段91巷口,,121.518435,25.056317
314,臺北市唐氏症家長協會,(02)22782321,大同區,民權西路244號前方郵筒旁,,121.5127398,25.06282638
315,臺北市唐氏症家長協會,(02)22782321,大同區,昌吉街95巷口（昌吉街端）,,121.5131372,25.0661159
316,臺北市唐氏症家長協會,(02)22782321,大同區,延平北路3段113巷20號對面,,121.511869,25.06830153
317,臺北市唐氏症家長協會,(02)22782321,大同區,重慶北路3段236巷4號對面,,121.5130763,25.07055854
318,臺北市唐氏症家長協會,(02)22782321,大同區,重慶北路3段113巷28號,,121.5150413,25.06729927
319,臺北市唐氏症家長協會,(02)22782321,大同區,民族西路76巷1弄口,,121.5180547,25.06844676
320,臺北市唐氏症家長協會,(02)22782321,大同區,承德路2段167號前,,121.5183302,25.05824642
321,臺北市唐氏症家長協會,(02)22782321,中山區,長安東路1段77巷4弄4之1號對面,,121.52815,25.04866329
322,臺北市唐氏症家長協會,(02)22782321,中山區,林森北路85巷52號對面,,121.5266651,25.04949192
323,臺北市唐氏症家長協會,(02)22782321,中山區,松江路469巷43號前,,121.5352702,25.06581009
324,臺北市唐氏症家長協會,(02)22782321,中山區,雙城街18巷口,,121.5242221,25.06544394
325,臺北市唐氏症家長協會,(02)22782321,中山區,民生東路2段147巷與建國北路2段116巷口,,121.5348173,25.05912351
326,臺北市唐氏症家長協會,(02)22782321,中山區,民權東路2段152巷口,,121.5346866,25.06230921
327,臺北市唐氏症家長協會,(02)22782321,中山區,錦州街298號對面,,121.5359561,25.06031003
328,臺北市唐氏症家長協會,(02)22782321,中山區,松江路235巷口,,121.5333784,25.05889051
329,臺北市唐氏症家長協會,(02)22782321,大安區,光復南路290巷25號旁,,121.55635,25.03943
330,臺北市唐氏症家長協會,(02)22782321,大安區,仁愛路3段24巷1弄口和仁愛路3段24巷口,,121.5356168,25.03718346
331,臺北市唐氏症家長協會,(02)22782321,松山區,八德路2段451巷口,,121.5474989,25.0493188
332,臺北市唐氏症家長協會,(02)22782321,松山區,光復南路32巷與八德路3段158巷口,,121.5553138,25.04641498
333,臺北市唐氏症家長協會,(02)22782321,信義區,仁愛路4段512巷16號之1對面（廟後方）,,121.560684,25.036448
334,臺北市唐氏症家長協會,(02)22782321,南港區,中坡南路72號對面,,121.585053,25.041811
335,臺北市唐氏症家長協會,(02)22782321,萬華區,萬大路277巷33弄口,,121.5017857,25.0255549
341,財團法人台北市樹仁社會福利基金會,(02)28936122,士林區,士東路266巷20弄12號對面,,121.53598,25.11123
342,財團法人台北市樹仁社會福利基金會,(02)28936122,內湖區,成功路2段320巷60號對面電箱旁,,121.58782,25.06774
343,財團法人台北市樹仁社會福利基金會,(02)28936122,北投區,公館路228巷口,,121.50786,25.12645
344,財團法人台北市樹仁社會福利基金會,(02)28936122,士林區,天母東路8巷19弄對面,,121.53173,25.11748
345,財團法人台北市樹仁社會福利基金會,(02)28936122,士林區,德行東路331巷對面角,,121.538,25.11349
346,財團法人台北市樹仁社會福利基金會,(02)28936122,士林區,德行東路378巷口,,121.53981,25.1106
347,財團法人台北市樹仁社會福利基金會,(02)28936122,北投區,東華街2段266號旁,,121.50813,25.12077
348,財團法人台北市樹仁社會福利基金會,(02)28936122,北投區,吉利街280巷27弄23號旁,,121.51114,25.11743
349,財團法人台北市樹仁社會福利基金會,(02)28936122,士林區,社中街141號,,121.5096,25.09055
350,財團法人台北市樹仁社會福利基金會,(02)28936122,北投區,公館路211號旁,,121.5077,25.1276
351,財團法人台北市樹仁社會福利基金會,(02)28936122,北投區,石牌路1段39巷131弄2號對面,,121.50991,25.11779
352,財團法人台北市樹仁社會福利基金會,(02)28936122,士林區,後街12號旁,,121.52465,25.09807
353,財團法人台北市樹仁社會福利基金會,(02)28936122,南港區,舊莊街1段199巷11弄2號對面,,121.62258,25.03973
354,財團法人台北市樹仁社會福利基金會,(02)28936122,松山區,八德路4段245巷32弄2號,,121.56441,25.05006
355,財團法人台北市樹仁社會福利基金會,(02)28936122,內湖區,星雲街31號旁,,121.59135,25.07867
356,財團法人台北市樹仁社會福利基金會,(02)28936122,內湖區,內湖路3段60巷8弄28號旁,,121.59155,25.08796
357,財團法人台北市樹仁社會福利基金會,(02)28936122,北投區,致遠二路86號旁（電箱旁）,,121.51229,25.11676
358,財團法人台北市樹仁社會福利基金會,(02)28936122,士林區,福志路50號對面,,121.53039,25.09893
359,財團法人台北市樹仁社會福利基金會,(02)28936122,士林區,福志路101號旁,,121.52863,25.09855
360,財團法人台北市樹仁社會福利基金會,(02)28936122,北投區,中和街347號對面,,121.49935,25.14148
361,財團法人台北市樹仁社會福利基金會,(02)28936122,中正區,同安街48號左前方,,121.5216,25.0241
362,財團法人台北市樹仁社會福利基金會,(02)28936122,中正區,杭州南路1段101巷27號對面,,121.52719,25.03744
363,財團法人台北市樹仁社會福利基金會,(02)28936122,松山區,民生東路5段56號前（電箱旁）,,121.55806,25.05838
364,財團法人台北市樹仁社會福利基金會,(02)28936122,士林區,德行東路203巷4號對面,,121.53263,25.10929
365,財團法人台北市樹仁社會福利基金會,(02)28936122,文山區,木新路3段74巷8弄1號,,121.56337,24.98293
366,財團法人台北市樹仁社會福利基金會,(02)28936122,內湖區,內湖路3段365號對面,,121.58351,25.08973
367,財團法人台北市樹仁社會福利基金會,(02)28936122,士林區,延平北路6段258巷16號對面,,121.50374,25.08997
368,財團法人台北市樹仁社會福利基金會,(02)28936122,中正區,中華路2段77號前,,121.50588,25.03427
369,財團法人台北市樹仁社會福利基金會,(02)28936122,中正區,中華路2段75巷9號對面杭園內,,121.5064234,25.03389136
370,財團法人台北市樹仁社會福利基金會,(02)28936122,士林區,天母東?70號前,,121.5349847,25.1179798
372,財團法人台北市樹仁社會福利基金會,(02)28936122,大安區,安和路2段57號,,121.5525606,25.03105906
373,財團法人台北市樹仁社會福利基金會,(02)28936122,中正區,汀州路2段263號,,121.5236815,25.0225756
374,財團法人台北市樹仁社會福利基金會,(02)28936122,萬華區,萬大路618巷35號旁,,121.494843,25.01768212
375,財團法人台北市樹仁社會福利基金會,(02)28936122,萬華區,萬大路486巷35號旁,,121.4963815,25.02019792
376,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,松山區,新中街2巷口,,121.561293,25.058802
377,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,松山區,光復北路60巷19號對面,,121.556409,25.049812
378,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,松山區,市民大道4段257號旁,,121.554848,25.24476
379,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,松山區,八德路3段106巷與延吉街5巷口,,121.554244,25.046313
380,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,松山區,八德路3段106巷60號正對面(公園旁),,121.55411,25.046221
381,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,內湖區,五分街41號對面,,121.613697,25.067535
382,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,士林區,磺溪街55巷19號斜對面電線桿旁,,121.522034,25.107453
383,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,士林區,大南路通河東街1段交會處,,121.515591,25.089402
384,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,士林區,福港街205號百齡國小,,121.518794,25.085815
385,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,士林區,忠誠路2段118巷11弄口,,121.530802,25.113673
386,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,士林區,社中街39號對面,,121.510337,25.088184
387,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,北投區,泉源路25號旁,,121.506009,25.139554
388,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,內湖區,成功路4段234號旁空地對面,,121.596736,25.084555
389,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,內湖區,內湖路1段411巷62弄斜對面,,121.571533,25.083492
390,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,南港區,南深路21巷口旁人行道底,,121.621451,25.037988
391,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,士林區,天母東路43巷4弄口,,121.533381,25.118518
392,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,士林區,中山北路7段14巷(抽水站面電話亭旁),,121.533312,25.119851
393,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,士林區,芝玉路2段88巷2號斜對面,,121.533362,25.112505
394,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,士林區,至誠路1段62巷12號對面變電箱旁,,121.536461,25.101634
395,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,士林區,忠誠路1段100巷口（電燈桿旁）,,121.528149,25.10564
396,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,南港區,重陽路187巷7號斜對面電箱旁,,121.598478,25.057589
397,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,南港區,南港路2段178巷電箱旁,,121.5991566,25.05516306
398,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,松山區,民生東路3段113巷25弄13號正對面公園,,121.546554,25.059776
399,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,內湖區,民權東路6段296巷66-3號對面105號對面,,121.608765,25.070397
400,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,士林區,忠誠路1段149號,,121.529823,25.1064
401,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,信義區,信安街83號旁,,121.55742,25.025796
402,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,士林區,士東路352巷口,,121.540139,25.113118
403,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,內湖區,內湖路1段387巷17號對面(西湖公園樓梯旁),,121.570663,25.083403
404,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,士林區,通河街76巷邊公佈欄,,121.520149,25.080141
405,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,(02)25777636,士林區,德行東路283巷口,,121.535879,25.111535
406,台北市肌萎縮症病友協會,(02)27272321,中正區,羅斯福路3段244巷10弄1-1號圍牆外變電箱邊,,121.5307767,25.01671189
407,台北市肌萎縮症病友協會,(02)27272321,大安區,泰順街54巷與龍泉街84號對面變電箱邊,,121.529344,25.02297059
408,台北市肌萎縮症病友協會,(02)27272321,南港區,興華路與東明街口(立體停車場變電箱下),,121.605836,25.05603136
409,台北市肌萎縮症病友協會,(02)27272321,信義區,基隆路2段79巷32號邊,,121.5597259,25.02938034
410,台北市肌萎縮症病友協會,(02)27272321,信義區,虎林街75號旁邊路燈桿旁,,121.5771039,25.04525387
411,台北市肌萎縮症病友協會,(02)27272321,信義區,永吉路180巷69號對面布告欄邊,,121.5714876,25.04352468
412,台北市肌萎縮症病友協會,(02)27272321,信義區,松信路38號對面人行道,,121.5721152,25.04787081
413,台北市肌萎縮症病友協會,(02)27272321,信義區,基隆路1段35巷7弄1號旁,,121.5703626,25.04791683
414,台北市肌萎縮症病友協會,(02)27272321,信義區,信義路5段150巷38-6號反光鏡下,,121.5703923,25.02600666
415,台北市肌萎縮症病友協會,(02)27272321,信義區,忠孝東路5段71巷全聯旁人行道,,121.5674066,25.04340761
416,台北市肌萎縮症病友協會,(02)27272321,信義區,虎林街46巷32號對面反光鏡邊人行道,,121.5748012,25.04739045
417,台北市肌萎縮症病友協會,(02)27272321,信義區,忠孝東路5段71巷11弄2號對面路燈旁人行道,,121.5674013,25.04207934
418,台北市肌萎縮症病友協會,(02)27272321,信義區,忠孝東路5段295巷14號對面圍牆邊,,121.5726052,25.04226618
419,台北市肌萎縮症病友協會,(02)27272321,信義區,松仁路202巷2弄36號邊(電信箱)人行道,,121.5680608,25.02858024
420,台北市肌萎縮症病友協會,(02)27272321,信義區,中坡南路182號對面電信箱旁人行道,,121.5840706,25.03860658
421,台北市肌萎縮症病友協會,(02)27272321,信義區,松山路287巷1-1號對面圍牆邊人行道,,121.5784633,25.04291947
422,台北市肌萎縮症病友協會,(02)27272321,信義區,松山路515巷20號對面變電箱邊人行道,,121.5790728,25.03872545
423,台北市肌萎縮症病友協會,(02)27272321,信義區,吳興街394巷口對面圍牆變電箱邊,,121.5674756,25.02483031
424,台北市肌萎縮症病友協會,(02)27272321,信義區,基隆路2段159巷口右側人行道,,121.5540915,25.02559243
425,台北市肌萎縮症病友協會,(02)27272321,信義區,吳興街284巷24弄口1-1號邊,,121.5635863,25.02437099
426,台北市肌萎縮症病友協會,(02)27272321,信義區,吳興街44-1號對面路燈邊,,121.5601483,25.03130973
427,台北市肌萎縮症病友協會,(02)27272321,中正區,羅斯福路3段284巷與羅斯福路3段316巷9弄口,,121.5315601,25.01590055
428,台北市肌萎縮症病友協會,(02)27272321,信義區,吳興街284巷28弄2號對面路燈邊,,121.5630959,25.02340488
429,台北市肌萎縮症病友協會,(02)27272321,信義區,基隆路2段79巷1號對面圍牆邊人行道,,121.5584251,25.03002132
430,台北市肌萎縮症病友協會,(02)27272321,信義區,虎林街32號邊變電箱與郵筒中間,,121.5760776,25.04812968
431,台北市肌萎縮症病友協會,(02)27272321,信義區,忠孝東路5段621巷4號對面路燈邊,,121.5789416,25.04208294
432,台北市肌萎縮症病友協會,(02)27272321,信義區,永吉路127巷8號對面人行道,,121.5704324,25.04619385
433,台北市肌萎縮症病友協會,(02)27272321,信義區,林口街77號對面電信箱邊人行道,,121.579099,25.0391985
434,台北市肌萎縮症病友協會,(02)27272321,大安區,龍泉街93巷與泰順街62巷口(古亭國小人行道週邊),,121.5301501,25.02146431
435,台北市肌萎縮症病友協會,(02)27272321,信義區,永吉路30巷167弄34號路口人行道,,121.5696577,25.04487531
436,台北市脊髓損傷者協會,(02)25986062,士林區,中山北路7段14巷5弄2號對面,,121.53144,25.11882
437,台北市脊髓損傷者協會,(02)25986062,北投區,公館路92巷口,,121.50462,25.13084
438,台北市脊髓損傷者協會,(02)25986062,北投區,立農街1段20號對面,,121.50291,25.11936
439,台北市脊髓損傷者協會,(02)25986062,士林區,忠誠路2段46號,,121.53034,25.11021
440,台北市脊髓損傷者協會,(02)25986062,北投區,大同街88號前牆邊,,121.49859,25.13364
441,台北市脊髓損傷者協會,(02)25986062,北投區,大興街23巷25號前,,121.4983,25.13083
442,台北市脊髓損傷者協會,(02)25986062,北投區,崇仁路1段155巷2號對面樹旁,,121.50227,25.12374
443,台北市脊髓損傷者協會,(02)25986062,大同區,錦西街53巷口旁,,121.5161,25.05992
444,台北市脊髓損傷者協會,(02)25986062,大同區,大龍街187巷口,,121.51598,25.06967
445,台北市脊髓損傷者協會,(02)25986062,大同區,寧夏路57巷口,,121.51544,25.05771
446,台北市脊髓損傷者協會,(02)25986062,內湖區,成功路5段79號前,,121.60558,25.07386
447,台北市脊髓損傷者協會,(02)25986062,松山區,八德路3段106巷1號對面公園邊,,121.55342,25.04803
448,台北市脊髓損傷者協會,(02)25986062,萬華區,長沙街2段40巷口電信設備邊,,121.50643,25.04062
449,台北市脊髓損傷者協會,(02)25986062,文山區,興隆路4段與下崙路口榕樹旁,,121.5607,24.98668
450,台北市脊髓損傷者協會,(02)25986062,文山區,景明街14巷口,,121.54129,25.00187
451,台北市脊髓損傷者協會,(02)25986062,文山區,景興路10巷7號旁對面,,121.54389,24.99796
452,台北市脊髓損傷者協會,(02)25986062,文山區,興隆路1段184巷4弄口公園路燈旁,,121.54255,25.00054
453,台北市脊髓損傷者協會,(02)25986062,文山區,辛亥路4段188巷口樹邊,,121.55586,25.0031
454,台北市脊髓損傷者協會,(02)25986062,大安區,和平東路1段11巷24號對面,,121.52263,25.02796
455,台北市脊髓損傷者協會,(02)25986062,大安區,和平東路1段55巷口(排水溝旁),,121.52441,25.02726
466,臺北市弱勢者發展協會,(02)25429529,松山區,八德路4段245巷52弄5號旁,,121.5636211,25.050645
467,臺北市弱勢者發展協會,(02)25429529,士林區,中山北路6段290巷7弄1號對面,,121.5261713,25.110267
468,臺北市弱勢者發展協會,(02)25429529,北投區,中和街232號旁,,121.501616,25.139518
469,臺北市弱勢者發展協會,(02)25429529,北投區,珠海路105號對面 ,,121.505685,25.141864
470,臺北市弱勢者發展協會,(02)25429529,松山區,富錦街562巷1號對面,,121.5671472,25.062348
471,臺北市弱勢者發展協會,(02)25429529,松山區,南京東路3段338巷與敦化北路4巷(交通管制箱旁),,121.5477077,25.0514782
472,臺北市弱勢者發展協會,(02)25429529,松山區,南京東路3段303巷7弄7號對面,,121.5458759,25.0533855
473,臺北市弱勢者發展協會,(02)25429529,松山區,復興北路17巷交叉口,,121.5440581,25.0492947
474,臺北市弱勢者發展協會,(02)25429529,松山區,敦化北路4巷31號對面,,121.5455589,25.0500981
475,臺北市弱勢者發展協會,(02)25429529,松山區,南京東路4段131號旁,,121.5549643,25.052111
476,臺北市弱勢者發展協會,(02)25429529,松山區,南京東路4段179巷5號前,,121.5549643,25.052111
477,臺北市弱勢者發展協會,(02)25429529,松山區,長春路454號旁,,121.5552813,25.05318161
478,臺北市弱勢者發展協會,(02)25429529,松山區,南京東路5段66巷4號旁,,121.5607527,25.050976
479,臺北市弱勢者發展協會,(02)25429529,松山區,健康路325巷7號前,,121.566375,25.055613
480,臺北市弱勢者發展協會,(02)25429529,松山區,健康路325巷6弄27號對面,,121.5683801,25.055396
481,臺北市弱勢者發展協會,(02)25429529,松山區,南京東路5段250巷3之2號旁,,121.5657575,25.050802
482,臺北市弱勢者發展協會,(02)25429529,松山區,光復南路17巷1號前,,121.5580777,25.047378
483,臺北市弱勢者發展協會,(02)25429529,松山區,南京東路4段120巷19弄口,,121.554673,25.052621
484,臺北市弱勢者發展協會,(02)25429529,松山區,八德路3段155巷20弄15號對面,,121.5561155,25.049535
485,臺北市弱勢者發展協會,(02)25429529,松山區,八德路3段99巷12號對面公廁旁,,121.5535306,25.049187
486,臺北市弱勢者發展協會,(02)25429529,松山區,八德路3段12巷51弄1號對面,,121.5508631,25.046531
487,臺北市弱勢者發展協會,(02)25429529,松山區,八德路3段12巷52弄30號旁,,121.5496701,25.046426
488,臺北市弱勢者發展協會,(02)25429529,大安區,樂利路27巷1號對面,,121.5530541,25.02906218
489,臺北市弱勢者發展協會,(02)25429529,松山區,新東街33號對面,,121.5665527,25.06137134
490,臺北市弱勢者發展協會,(02)25429529,松山區,民生東路5段234號旁,,121.5681334,25.05956321
491,臺北市弱勢者發展協會,(02)25429529,文山區,景華街177巷4-1號旁,,121.5485335,24.99927731
492,臺北市弱勢者發展協會,(02)25429529,士林區,中山北路7段81巷45號旁,,121.52839,25.12234
493,臺北市弱勢者發展協會,(02)25429529,文山區,景華街121巷7弄2號旁,,121.547364,24.99654593
494,臺北市弱勢者發展協會,(02)25429529,松山區,健康路182號對面（長壽公園）,,121.55936,25.035389
495,臺北市弱勢者發展協會,(02)25429529,松山區,南京東路5段123巷6弄24號對面,,121.56186,25.05315
496,臺北市視障藝文發展協會,(02)25912695,松山區,五常街370號對面空地榕樹前,,121.2454968,25.06435211
497,臺北市視障藝文發展協會,(02)25912695,松山區,南京東路5段66巷22弄與光復北路11巷50號旁巷口路燈下,,121.5598711,25.04982541
498,臺北市視障藝文發展協會,(02)25912695,松山區,敦化北路155巷66弄與165巷交叉口,,121.5513762,25.0547216
499,臺北市視障藝文發展協會,(02)25912695,中山區,復興北路514巷10號旁,,121.5436923,25.0659441
500,臺北市視障藝文發展協會,(02)25912695,中山區,松江路127號與四平街口變電箱旁,,121.5331895,25.0535862
501,臺北市視障藝文發展協會,(02)25912695,中山區,松江路123巷與伊通街口變電箱旁,,121.5347569,25.0529210.
502,臺北市視障藝文發展協會,(02)25912695,中山區,建國北路2段與四平街口,,121.5365104,25.0536014
503,臺北市視障藝文發展協會,(02)25912695,中山區,伊通街與長春路電箱下,,121.5349775,25.0547531
504,臺北市視障藝文發展協會,(02)25912695,中山區,長春路327巷口,,121.5435139,25.0546696
505,臺北市視障藝文發展協會,(02)25912695,松山區,復興北路361巷30號對面中山國中圍牆邊,,121.5465559,25.0604801
506,臺北市視障藝文發展協會,(02)25912695,大安區,嘉興街319號對面電箱旁,,121.5534606,25.0226568
507,臺北市視障藝文發展協會,(02)25912695,大安區,臨江街40巷59號旁,,121.5554823,25.0285201
508,臺北市視障藝文發展協會,(02)25912695,大安區,通化街123巷2號旁,,121.5542089,25.0291894
509,臺北市視障藝文發展協會,(02)25912695,中山區,復興北路514巷66號對面電箱旁,,121.5411254,25.0660051
510,臺北市視障藝文發展協會,(02)25912695,信義區,崇德街38巷27號旁,,121.5545134,25.0233576
511,臺北市視障藝文發展協會,(02)25912695,中山區,龍江路457巷口,,121.541106,25.0675789
512,臺北市視障藝文發展協會,(02)25912695,萬華區,環河南路2段與長順街口,,121.4908307,25.0312399
513,臺北市視障藝文發展協會,(02)25912695,大安區,大安路1段235號旁,,121.5461308,25.0342449
514,臺北市視障藝文發展協會,(02)25912695,松山區,撫遠街389巷口樹下,,121.5678386,25.0651988
515,臺北市視障藝文發展協會,(02)25912695,松山區,民權東路5段1號與撫遠街376-400巷口,,121.5647178,25.0635227
516,臺北市視障藝文發展協會,(02)25912695,信義區,永吉路502巷3號旁,,121.5800621,25.0448066
517,臺北市視障藝文發展協會,(02)25912695,松山區,八德路4段289之4號對面,,121.5662326,25.0493418
518,臺北市視障藝文發展協會,(02)25912695,士林區,中山北路5段811巷(福國路15巷停車場旁),,121.5245926,25.1008998
519,臺北市視障藝文發展協會,(02)25912695,士林區,福華路141巷2號前電線桿下,,121.5222481,25.1028882
520,臺北市視障藝文發展協會,(02)25912695,大安區,新生南路1段165巷35號斜對面,,121.5360153,25.03419927
521,臺北市視障藝文發展協會,(02)25912695,大安區,延吉街131巷1弄34號對面,,121.534456,25.048934
522,臺北市視障藝文發展協會,(02)25912695,大安區,大安路1段19巷24號旁,,121.534994,25.05065
523,臺北市視障藝文發展協會,(02)25912695,信義區,信安街149號旁,,121.54219,25.06714
524,臺北市視障藝文發展協會,(02)25912695,信義區,和平東路3段509巷4號公佈欄,,121.54122,25.06321
525,臺北市視障藝文發展協會,(02)25912695,大安區,光復南路420巷1弄口,,121.582258,25.079034
526,台北市角落關懷協會,(02)25537117,中正區,莒光路44號旁小公園,,121.5055183,25.03141798
527,台北市角落關懷協會,(02)25537117,大同區,寧夏路89號大同分局對面電箱旁,,121.5150643,25.05933633
528,台北市角落關懷協會,(02)25537117,大同區,甘谷街44號前路燈下,,121.5105993,25.05295416
529,台北市角落關懷協會,(02)25537117,信義區,忠孝東路4段559巷與基隆路1段172巷交叉口人行道,,121.5636841,25.04330178
530,台北市角落關懷協會,(02)25537117,信義區,永吉路30巷12弄5號,,121.5687607,25.0451275
